Date,Volume,Open,Close,High,Low
2020-08-14 04:00:00,1029108.0,166.11,162.69,166.42,161.3
2020-08-17 04:00:00,1529700.0,163.16,164.35,167.0,163.16
2020-08-18 04:00:00,1567076.0,165.43,166.98,167.81,164.57
2020-08-19 04:00:00,1472348.0,166.62,163.15,167.9,162.51
2020-08-20 04:00:00,1355112.0,163.02,167.85,169.03,162.2
2020-08-21 04:00:00,1321148.0,166.57,166.64,167.71,164.29
2020-08-24 04:00:00,1802670.0,167.32,168.93,170.45,166.81
2020-08-25 04:00:00,1182570.0,168.4,172.59,172.62,167.14
2020-08-26 04:00:00,2365818.0,175.01,182.95,184.88,174.505
2020-08-27 04:00:00,2037489.0,181.69,188.31,188.495,180.295
2020-08-28 04:00:00,1650613.0,188.66,192.43,193.3008,188.32
2020-08-31 04:00:00,1713420.0,190.25,191.76,193.08,188.22
2020-09-01 04:00:00,1258299.0,192.61,196.41,199.4999,192.61
2020-09-02 04:00:00,2063859.0,197.99,192.07,199.46,190.2
2020-09-03 04:00:00,2023481.0,188.94,181.78,188.94,178.29
2020-09-04 04:00:00,1561899.0,180.63,175.54,182.22,170.5
2020-09-08 04:00:00,2338709.0,170.0,168.92,173.1,167.72
2020-09-09 04:00:00,1134387.0,172.52,171.37,173.47,168.26
2020-09-10 04:00:00,1164585.0,173.1564,169.72,175.25,168.13
2020-09-11 04:00:00,1121430.0,172.17,167.63,172.75,164.87
2020-09-14 04:00:00,941882.0,169.1366,168.84,171.75,168.38
2020-09-15 04:00:00,875808.0,170.63,171.02,172.62,168.6139
2020-09-16 04:00:00,1437704.0,172.61,171.17,173.57,170.0
2020-09-17 04:00:00,1110721.0,167.94,168.25,169.925,164.16
2020-09-18 04:00:00,1162645.0,169.3,171.14,172.16,167.57
2020-09-21 04:00:00,846859.0,168.91,177.4,178.1,168.5937
2020-09-22 04:00:00,781646.0,178.32,180.26,180.73,173.72
2020-09-23 04:00:00,731430.0,180.42,176.88,183.3299,175.91
2020-09-24 04:00:00,1568477.0,178.13,175.78,178.605,172.8
2020-09-25 04:00:00,690453.0,176.0,181.29,181.96,175.78
2020-09-28 04:00:00,2155896.0,182.02,181.0,184.035,178.7
2020-09-29 04:00:00,915961.0,181.63,182.35,183.38,179.54
2020-09-30 04:00:00,2677232.0,180.54,181.79,185.15,179.21
2020-10-01 04:00:00,984929.0,183.22,186.01,188.0601,180.57
2020-10-02 04:00:00,1706205.0,182.31,184.79,189.0,182.31
2020-10-05 04:00:00,1426635.0,186.0,186.85,191.63,185.27
2020-10-06 04:00:00,1380960.0,186.79,189.88,194.61,186.59
2020-10-07 04:00:00,855221.0,191.21,193.04,195.5,190.055
2020-10-08 04:00:00,1223370.0,194.52,188.78,194.754,188.25
2020-10-09 04:00:00,1332209.0,190.35,198.85,199.87,190.0
2020-10-12 04:00:00,2063731.0,199.95,194.27,199.95,192.21
2020-10-13 04:00:00,1611407.0,195.11,192.99,196.64,192.6
2020-10-14 04:00:00,1801803.0,194.9,191.81,194.9,188.61
2020-10-15 04:00:00,2190938.0,188.08,190.925,191.17,185.16
2020-10-16 04:00:00,5155744.0,191.9,207.45,212.97,191.0
2020-10-19 04:00:00,3591583.0,208.4524,212.94,215.84,205.8
2020-10-20 04:00:00,2087518.0,213.73,210.97,216.295,210.2
2020-10-21 04:00:00,1788614.0,210.03,206.99,213.21,205.14
2020-10-22 04:00:00,1995207.0,207.57,203.08,209.8,202.19
2020-10-23 04:00:00,1116010.0,204.06,208.49,208.57,201.44
2020-10-26 04:00:00,709110.0,207.5,207.2,210.27,203.61
2020-10-27 04:00:00,1095950.0,209.43,213.01,213.3,208.005
2020-10-28 04:00:00,1835488.0,209.33,208.86,211.51,206.79
2020-10-29 04:00:00,1822681.0,210.91,210.72,212.67,208.69
2020-10-30 04:00:00,5591655.0,199.0,191.62,199.99,187.25
2020-11-02 05:00:00,3096258.0,191.62,184.29,192.41,180.88
2020-11-03 05:00:00,2062919.0,183.85,182.06,185.81,180.11
2020-11-04 05:00:00,1969691.0,189.78,188.82,193.95,188.55
2020-11-05 05:00:00,2236703.0,195.0,199.99,203.18,193.535
2020-11-06 05:00:00,1134215.0,200.1,198.18,201.28,194.895
2020-11-09 05:00:00,1625056.0,194.64,187.52,199.16,187.4
2020-11-10 05:00:00,2110530.0,185.4068,185.66,186.99,176.42
2020-11-11 05:00:00,1722443.0,188.47,191.76,196.19,187.625
2020-11-12 05:00:00,1219328.0,192.59,193.0,195.91,191.68
2020-11-13 05:00:00,1795237.0,194.48,192.82,194.82,184.905
2020-11-16 05:00:00,2207769.0,191.52,189.46,194.9,187.71
2020-11-17 05:00:00,1800579.0,192.06,196.52,198.28,190.98
2020-11-18 05:00:00,3090941.0,201.28,193.7,203.0,191.18
2020-11-19 05:00:00,2742541.0,194.32,199.45,202.0,193.34
2020-11-20 05:00:00,2743306.0,199.22,208.43,211.55,198.94
2020-11-23 05:00:00,2872832.0,209.49,211.05,212.06,205.67
2020-11-24 05:00:00,1607809.0,210.0,213.5,214.34,210.0
2020-11-25 05:00:00,1666226.0,211.3,216.35,217.54,211.3
2020-11-27 05:00:00,850157.0,216.07,224.0,224.0,216.07
2020-11-30 05:00:00,1504956.0,224.0,225.05,228.97,219.66
2020-12-01 05:00:00,1330190.0,226.0,224.06,226.0,220.71
2020-12-02 05:00:00,1453085.0,220.71,227.99,228.28,218.9
2020-12-03 05:00:00,2013148.0,228.1,226.19,234.44,225.95
2020-12-04 05:00:00,1269513.0,227.11,225.01,229.58,224.68
2020-12-07 05:00:00,1285348.0,224.11,227.76,228.86,223.76
2020-12-08 05:00:00,1106936.0,227.76,229.84,235.17,227.76
2020-12-09 05:00:00,1435499.0,228.94,223.54,229.97,220.36
2020-12-10 05:00:00,735836.0,222.6183,227.19,228.41,220.45
2020-12-11 05:00:00,1252083.0,229.11,232.01,232.24,224.72
2020-12-14 05:00:00,2016668.0,233.77,234.74,240.7,233.4308
2020-12-15 05:00:00,1714754.0,234.83,237.7,238.1599,229.44
2020-12-16 05:00:00,2730173.0,237.63,243.85,245.28,236.62
2020-12-17 05:00:00,1123842.0,246.44,248.05,250.03,245.79
2020-12-18 05:00:00,5198449.0,248.67,247.78,249.99,244.62
2020-12-21 05:00:00,1424483.0,246.69,248.19,249.3,241.1505
2020-12-22 05:00:00,1167331.0,250.0,247.01,250.01,244.89
2020-12-23 05:00:00,1468802.0,247.0,240.88,247.85,239.02
2020-12-24 05:00:00,658332.0,240.55,241.79,243.73,239.85
2020-12-28 05:00:00,1269644.0,245.59,231.8,246.615,230.54
2020-12-29 05:00:00,648704.0,233.55,233.15,234.9899,229.8637
2020-12-30 05:00:00,559619.0,236.84,234.04,236.84,232.43
2020-12-31 05:00:00,711571.0,233.79,233.87,235.27,231.97
2021-01-04 05:00:00,1051176.0,234.5,231.56,234.5,224.905
2021-01-05 05:00:00,1106325.0,232.0,234.42,235.35,229.01
2021-01-06 05:00:00,1601946.0,228.92,224.48,230.2,223.93
2021-01-07 05:00:00,1309602.0,228.03,233.38,233.89,228.02
2021-01-08 05:00:00,804166.0,236.0,235.48,238.0,231.83
2021-01-11 05:00:00,722542.0,234.79,230.67,234.85,230.01
2021-01-12 05:00:00,933515.0,233.38,234.19,235.8,231.58
2021-01-13 05:00:00,1312809.0,234.81,229.87,234.86,227.11
2021-01-14 05:00:00,1571914.0,228.88,222.97,230.8199,221.76
2021-01-15 05:00:00,1567748.0,224.64,222.93,229.38,220.63
2021-01-19 05:00:00,1490006.0,225.0066,226.74,229.41,225.0066
2021-01-20 05:00:00,1419186.0,228.0,231.61,232.37,227.54
2021-01-21 05:00:00,1222947.0,233.05,234.18,237.555,230.26
2021-01-22 05:00:00,1057611.0,234.34,235.45,236.73,230.7719
2021-01-25 05:00:00,1187949.0,238.99,231.08,240.26,224.66
2021-01-26 05:00:00,1573684.0,232.69,223.88,232.69,222.19
2021-01-27 05:00:00,2235063.0,220.67,217.3,222.49,208.62
2021-01-28 05:00:00,3071858.0,216.6,227.02,235.0,216.18
2021-01-29 05:00:00,3018776.0,225.0,231.13,234.27,217.75
2021-02-01 05:00:00,1887284.0,231.21,234.87,238.529,229.02
2021-02-02 05:00:00,1441608.0,238.49,248.79,249.5,237.82
2021-02-03 05:00:00,1113771.0,248.0,243.99,248.25,240.03
2021-02-04 05:00:00,803636.0,245.0,241.0,247.0,240.29
2021-02-05 05:00:00,966944.0,240.04,243.8,244.35,240.02
2021-02-08 05:00:00,974585.0,245.0,244.38,251.28,242.0
2021-02-09 05:00:00,1113907.0,244.54,248.05,248.23,243.69
2021-02-10 05:00:00,1428241.0,249.33,252.46,256.05,246.02
2021-02-11 05:00:00,608386.0,256.57,252.8,257.01,250.4
2021-02-12 05:00:00,695510.0,252.6,252.97,255.345,247.31
2021-02-16 05:00:00,911900.0,253.59,248.95,255.136,245.04
2021-02-17 05:00:00,1125689.0,248.88,250.53,251.27,243.45
2021-02-18 05:00:00,1309471.0,245.72,256.73,258.77,244.42
2021-02-19 05:00:00,1978110.0,256.44,258.41,262.4,254.01
2021-02-22 05:00:00,1426579.0,251.33,241.01,254.49,241.01
2021-02-23 05:00:00,2619550.0,230.16,241.46,242.36,224.09
2021-02-24 05:00:00,1083214.0,240.0,239.93,240.69,233.0
2021-02-25 05:00:00,1186979.0,234.4,232.4,241.99,230.16
2021-02-26 05:00:00,1306773.0,233.73,237.7,239.7,230.7
2021-03-01 05:00:00,1427891.0,242.48,251.5,252.18,242.4
2021-03-02 05:00:00,1739139.0,253.16,244.4,254.18,243.915
2021-03-03 05:00:00,2133070.0,244.27,227.68,245.43,224.95
2021-03-04 05:00:00,2206076.0,226.59,225.44,234.98,221.01
2021-03-05 05:00:00,2186889.0,226.97,228.21,231.43,218.63
2021-03-08 05:00:00,1469726.0,226.0,223.42,235.5,222.48
2021-03-09 05:00:00,1531356.0,233.08,233.05,238.27,231.515
2021-03-10 05:00:00,1464963.0,238.0,225.69,238.25,225.29
2021-03-11 05:00:00,1336159.0,233.2,235.8,237.34,230.235
2021-03-12 05:00:00,1330811.0,231.74,229.26,231.74,222.505
2021-03-15 04:00:00,1088384.0,228.15,236.62,237.11,225.95
2021-03-16 04:00:00,1076847.0,237.35,235.89,241.04,233.18
2021-03-17 04:00:00,799419.0,233.73,234.0,236.51,226.1
2021-03-18 04:00:00,1492480.0,229.0,219.28,229.0,219.145
2021-03-19 04:00:00,2251748.0,221.21,219.09,222.255,215.22
2021-03-22 04:00:00,1246372.0,220.62,221.74,225.3,220.185
2021-03-23 04:00:00,925559.0,224.24,222.92,225.69,221.1862
2021-03-24 04:00:00,1306199.0,222.72,210.44,223.06,209.01
2021-03-25 04:00:00,2765731.0,206.13,206.84,207.35,200.42
2021-03-26 04:00:00,1273257.0,207.44,212.94,212.96,204.03
2021-03-29 04:00:00,1893297.0,210.75,204.59,211.015,198.8
2021-03-30 04:00:00,884128.0,199.315,204.43,205.79,198.9
2021-03-31 04:00:00,1697068.0,208.57,210.76,216.52,207.66
2021-04-01 04:00:00,3244234.0,216.01,223.06,228.0,212.25
2021-04-05 04:00:00,1122707.0,224.33,221.23,225.0,218.5001
2021-04-06 04:00:00,963320.0,221.18,223.13,227.185,218.8
2021-04-07 04:00:00,873970.0,222.33,217.63,223.15,217.27
2021-04-08 04:00:00,2409910.0,221.77,224.11,224.7899,219.01
2021-04-09 04:00:00,1572711.0,223.85,225.4,225.87,218.7
2021-04-12 04:00:00,1478390.0,225.11,230.66,234.91,224.63
2021-04-13 04:00:00,2085314.0,234.9,242.19,243.4,234.05
2021-04-14 04:00:00,2079082.0,243.75,231.48,244.93,231.09
2021-04-15 04:00:00,1149758.0,233.69,239.13,240.85,233.1
2021-04-16 04:00:00,901073.0,239.25,234.76,239.25,233.08
2021-04-19 04:00:00,937054.0,232.915,228.21,236.0,227.82
2021-04-20 04:00:00,853310.0,227.55,226.34,230.72,224.53
2021-04-21 04:00:00,927531.0,225.72,226.58,227.61,222.0
2021-04-22 04:00:00,881466.0,226.02,228.45,232.475,225.05
2021-04-23 04:00:00,566996.0,229.41,230.82,232.305,228.45
2021-04-26 04:00:00,763270.0,230.68,236.5,236.738,227.66
2021-04-27 04:00:00,706977.0,237.03,236.12,237.9,232.11
2021-04-28 04:00:00,597538.0,235.0,235.96,237.77,232.83
2021-04-29 04:00:00,1414755.0,235.04,228.12,235.9999,224.48
2021-04-30 04:00:00,3070635.0,231.05,237.56,241.0,230.0
2021-05-03 04:00:00,1760205.0,237.79,229.99,238.31,227.7
2021-05-04 04:00:00,2297326.0,226.05,225.02,226.8,218.58
2021-05-05 04:00:00,787995.0,226.73,223.5,231.24,222.305
2021-05-06 04:00:00,1128030.0,221.63,218.77,221.93,214.61
2021-05-07 04:00:00,836530.0,224.0,219.63,227.0,219.01
2021-05-10 04:00:00,1281655.0,216.57,215.83,218.25,213.4
2021-05-11 04:00:00,2259059.0,207.91,224.44,226.69,207.83
2021-05-12 04:00:00,1907400.0,216.36,223.87,225.17,215.79
2021-05-13 04:00:00,2048138.0,227.3,212.45,229.5,212.0
2021-05-14 04:00:00,2874077.0,217.59,214.99,218.84,212.57
2021-05-17 04:00:00,2015368.0,213.9,212.3,214.85,208.21
2021-05-18 04:00:00,1999583.0,214.18,217.02,220.41,213.5
2021-05-19 04:00:00,1777497.0,211.91,216.18,216.58,209.275
2021-05-20 04:00:00,2408081.0,218.99,224.66,227.15,218.14
2021-05-21 04:00:00,1947407.0,225.0,223.65,226.9,221.49
2021-05-24 04:00:00,2434731.0,224.21,222.6,227.4999,221.7
2021-05-25 04:00:00,1915112.0,221.02,225.72,228.74,221.02
2021-05-26 04:00:00,1134125.0,225.97,230.49,231.93,225.93
2021-05-27 04:00:00,1096154.0,226.69,231.89,233.0,223.45
2021-05-28 04:00:00,1010558.0,233.67,233.28,239.2638,233.205
2021-06-01 04:00:00,963320.0,233.49,231.98,234.65,225.125
2021-06-02 04:00:00,780733.0,231.06,231.45,234.5875,230.36
2021-06-03 04:00:00,1196379.0,228.33,221.37,230.67,221.09
2021-06-04 04:00:00,764795.0,225.29,225.88,227.76,224.07
2021-06-07 04:00:00,776496.0,224.56,228.13,228.44,221.46
2021-06-08 04:00:00,967981.0,230.0,228.93,234.74,226.49
2021-06-09 04:00:00,950767.0,230.79,232.31,234.92,230.74
2021-06-10 04:00:00,1137955.0,229.2,238.56,239.04,229.1
2021-06-11 04:00:00,1452774.0,238.81,244.09,244.66,236.411
2021-06-14 04:00:00,1714725.0,245.0,250.89,250.99,243.1101
2021-06-15 04:00:00,604564.0,250.0,245.8,251.5,244.29
2021-06-16 04:00:00,1257307.0,245.7,248.46,251.99,243.23
2021-06-17 04:00:00,1783468.0,247.34,262.51,263.0,246.32
2021-06-18 04:00:00,2097424.0,262.15,266.56,267.56,261.5427
2021-06-21 04:00:00,1229723.0,264.51,267.16,268.52,258.39
2021-06-22 04:00:00,1234190.0,267.44,267.96,270.01,264.5
2021-06-23 04:00:00,1060705.0,267.03,267.49,269.99,265.08
2021-06-24 04:00:00,848494.0,269.64,266.96,272.13,266.62
2021-06-25 04:00:00,1034817.0,268.41,264.69,268.77,262.08
2021-06-28 04:00:00,1523693.0,265.22,263.23,267.58,262.54
2021-06-29 04:00:00,1658644.0,264.54,264.15,266.305,260.58
2021-06-30 04:00:00,1023178.0,262.89,256.86,262.89,255.3
2021-07-01 04:00:00,638421.0,256.23,258.43,259.85,255.35
2021-07-02 04:00:00,665333.0,259.71,262.72,263.81,259.145
2021-07-06 04:00:00,850622.0,262.99,268.43,271.98,262.99
2021-07-07 04:00:00,788937.0,270.5,269.06,273.34,267.35
2021-07-08 04:00:00,666919.0,264.02,266.66,268.58,262.71
2021-07-09 04:00:00,882449.0,265.21,268.64,269.145,260.23
2021-07-12 04:00:00,1662968.0,271.07,261.36,275.67,260.71
2021-07-13 04:00:00,1441631.0,260.81,261.14,265.655,258.67
2021-07-14 04:00:00,1178571.0,263.89,259.22,267.64,257.33
2021-07-15 04:00:00,787076.0,260.39,259.36,265.41,256.51
2021-07-16 04:00:00,458718.0,260.35,260.64,263.84,259.66
2021-07-19 04:00:00,610757.0,259.0,262.87,263.58,257.63
2021-07-20 04:00:00,955927.0,264.5,267.62,269.98,260.0
2021-07-21 04:00:00,758756.0,266.99,268.85,269.12,263.85
2021-07-22 04:00:00,884651.0,262.0,269.13,269.34,261.68
2021-07-23 04:00:00,751249.0,269.58,271.29,273.0,266.85
2021-07-26 04:00:00,813743.0,270.87,267.54,270.87,265.24
2021-07-27 04:00:00,888645.0,267.61,264.97,269.36,259.99
2021-07-28 04:00:00,546316.0,265.13,269.08,269.98,264.02
2021-07-29 04:00:00,1147789.0,267.5,266.79,271.62,264.88
2021-07-30 04:00:00,6133589.0,310.0,325.12,349.5,310.0
2021-08-02 04:00:00,1948033.0,324.2,322.58,326.97,313.4041
2021-08-03 04:00:00,1081132.0,325.62,329.42,336.65,324.335
2021-08-04 04:00:00,1326257.0,328.86,340.44,341.42,328.56
2021-08-05 04:00:00,1273383.0,340.21,342.43,343.15,335.38
2021-08-06 04:00:00,893196.0,338.05,334.51,339.8,331.3
2021-08-09 04:00:00,1247787.0,336.28,335.84,337.74,331.39
2021-08-10 04:00:00,1358528.0,337.61,327.52,340.5,325.75
2021-08-11 04:00:00,946527.0,329.98,332.56,333.36,326.0
2021-08-12 04:00:00,579860.0,329.95,338.04,340.77,329.71
2021-08-13 04:00:00,471602.0,338.01,337.94,340.24,335.75
2021-08-16 04:00:00,562690.0,336.83,334.02,339.05,324.72
2021-08-17 04:00:00,637600.0,332.58,336.73,338.98,328.8
2021-08-18 04:00:00,685367.0,335.92,337.73,343.57,335.16
2021-08-19 04:00:00,961389.0,335.13,334.56,338.57,332.1905
2021-08-20 04:00:00,914167.0,334.47,346.0,346.64,334.47
2021-08-23 04:00:00,904222.0,342.23,352.49,353.6196,342.12
2021-08-24 04:00:00,875417.0,351.78,353.89,356.605,351.78
2021-08-25 04:00:00,678357.0,349.74,353.41,356.09,349.52
2021-08-26 04:00:00,838834.0,352.18,349.99,357.5,349.82
2021-08-27 04:00:00,651513.0,350.99,358.34,359.31,350.99
2021-08-30 04:00:00,799323.0,360.0,366.03,368.3294,360.0
2021-08-31 04:00:00,853568.0,364.33,367.06,368.12,362.59
2021-09-01 04:00:00,694451.0,369.05,371.7,373.44,368.0
2021-09-02 04:00:00,624037.0,371.88,376.0,376.36,370.4808
2021-09-03 04:00:00,1197553.0,376.04,384.59,387.475,375.13
2021-09-07 04:00:00,918825.0,383.39,381.69,384.98,379.24
2021-09-08 04:00:00,801044.0,380.41,381.75,385.94,378.9954
2021-09-09 04:00:00,865830.0,380.17,378.84,383.63,377.315
2021-09-10 04:00:00,893869.0,379.4,379.97,385.82,378.98
2021-09-13 04:00:00,862666.0,379.77,376.71,379.77,371.84
2021-09-14 04:00:00,1132806.0,380.24,389.39,393.189,379.265
2021-09-15 04:00:00,960190.0,387.47,394.53,394.99,386.8201
2021-09-16 04:00:00,780500.0,394.4,403.91,404.535,392.45
2021-09-17 04:00:00,2222845.0,404.0,404.6,409.6,397.39
2021-09-20 04:00:00,1273580.0,395.22,400.59,402.69,392.1394
2021-09-21 04:00:00,1629550.0,408.46,405.98,420.23,404.695
2021-09-22 04:00:00,1236753.0,405.96,406.4,409.68,401.79
2021-09-23 04:00:00,1244610.0,407.94,409.6,412.0,401.245
2021-09-24 04:00:00,796393.0,411.33,413.94,414.72,401.455
2021-09-27 04:00:00,1444171.0,405.5,391.89,409.77,388.18
2021-09-28 04:00:00,1698501.0,383.71,381.58,391.11,375.5
2021-09-29 04:00:00,883400.0,385.0,387.6,391.72,378.02
2021-09-30 04:00:00,854559.0,391.94,391.42,398.25,390.1394
2021-10-01 04:00:00,1323541.0,393.0,392.22,395.68,383.9
2021-10-04 04:00:00,1277618.0,390.76,382.71,390.76,376.0
2021-10-05 04:00:00,1002271.0,385.7,389.94,392.57,384.78
2021-10-06 04:00:00,1050696.0,385.79,395.19,398.5,385.36
2021-10-07 04:00:00,880067.0,397.6,392.98,402.06,392.29
2021-10-08 04:00:00,796191.0,400.17,390.74,402.0,387.16
2021-10-11 04:00:00,493652.0,387.15,389.5,396.47,385.35
2021-10-12 04:00:00,567101.0,393.27,397.47,402.44,391.45
2021-10-13 04:00:00,697806.0,401.32,407.04,407.91,399.33
2021-10-14 04:00:00,583935.0,412.61,406.73,415.88,406.165
2021-10-15 04:00:00,587138.0,406.73,409.74,409.79,400.89
2021-10-18 04:00:00,617656.0,407.73,414.77,414.8019,404.14
2021-10-19 04:00:00,678252.0,415.0,410.46,415.6,405.335
2021-10-20 04:00:00,710184.0,414.9,409.69,415.7,405.43
2021-10-21 04:00:00,1258334.0,410.12,417.12,421.49,408.7
2021-10-22 04:00:00,851372.0,418.67,423.2,425.295,414.5593
2021-10-25 04:00:00,1111788.0,426.14,429.01,431.44,424.6
2021-10-26 04:00:00,789477.0,424.0,424.52,433.58,421.75
2021-10-27 04:00:00,808319.0,424.53,412.88,428.09,412.255
2021-10-28 04:00:00,1505379.0,410.77,417.33,418.41,410.02
2021-10-29 04:00:00,2862737.0,452.5,458.13,483.13,441.17
2021-11-01 04:00:00,1227575.0,455.2,450.14,461.45,445.59
2021-11-02 04:00:00,850335.0,450.21,450.29,453.9,444.13
2021-11-03 04:00:00,791115.0,450.83,445.43,453.28,436.28
2021-11-04 04:00:00,855205.0,444.11,449.12,454.95,441.91
2021-11-05 04:00:00,689543.0,447.38,440.22,449.55,436.755
2021-11-08 05:00:00,694983.0,441.01,442.76,444.2671,437.3901
2021-11-09 05:00:00,776319.0,448.67,444.5,453.0,440.11
2021-11-10 05:00:00,760763.0,444.0,433.57,444.31,429.63
2021-11-11 05:00:00,549533.0,438.71,441.59,443.57,436.37
2021-11-12 05:00:00,670899.0,444.66,445.12,451.5,441.02
2021-11-15 05:00:00,611666.0,445.91,433.99,446.26,431.57
2021-11-16 05:00:00,868678.0,431.75,443.96,445.61,430.04
2021-11-17 05:00:00,527824.0,445.0,440.24,445.5,438.1601
2021-11-18 05:00:00,742387.0,441.0,440.69,448.0,436.1839
2021-11-19 05:00:00,941685.0,441.0,429.86,443.2512,429.8
2021-11-22 05:00:00,1608379.0,426.85,403.0,428.24,401.91
2021-11-23 05:00:00,1756713.0,397.5554,389.51,400.0,376.07
2021-11-24 05:00:00,717728.0,386.96,393.07,393.45,381.73
2021-11-26 05:00:00,449445.0,388.56,391.54,398.97,388.56
2021-11-29 05:00:00,767739.0,395.6,397.69,404.09,391.86
2021-11-30 05:00:00,1709264.0,398.29,376.32,404.68,373.2
2021-12-01 05:00:00,2157588.0,383.71,357.21,386.93,356.78
2021-12-02 05:00:00,1541638.0,357.1,368.94,370.94,356.21
2021-12-03 05:00:00,2197044.0,368.95,349.5,368.95,339.97
